munci_comm,non_org,is_org,pct_is_org,total_parcels,year,class_category,place
VILLAGE OF GLENVIEW,17.0,6.0,0.2608695652173913,23.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF GLENWOOD,5.0,1.0,0.16666666666666666,6.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HANOVER PARK,9.0,1.0,0.1,10.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,41.0,9.0,0.18,50.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HAZELCREST,2.0,2.0,0.5,4.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HILLSIDE,7.0,31.0,0.8157894736842105,38.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HODGKINS,4.0,0.0,0.0,4.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HOFFMAN ESTATES,5.0,7.0,0.5833333333333334,12.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF HOMEWOOD,4.0,19.0,0.8260869565217391,23.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF INDIAN HEAD PARK,1.0,0.0,0.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF JUSTICE,12.0,6.0,0.3333333333333333,18.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF KENILWORTH,1.0,1.0,0.5,2.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF LA GRANGE,19.0,15.0,0.4411764705882353,34.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF LA GRANGE PARK,23.0,8.0,0.25806451612903225,31.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF LANSING,47.0,23.0,0.32857142857142857,70.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF LEMONT,16.0,6.0,0.2727272727272727,22.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF LYONS,25.0,26.0,0.5098039215686274,51.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MATTESON,7.0,4.0,0.36363636363636365,11.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MAYWOOD,17.0,33.0,0.66,50.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MELROSE PARK,58.0,36.0,0.3829787234042553,94.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MERRIONETTE PARK,12.0,0.0,0.0,12.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MIDLOTHIAN,30.0,3.0,0.09090909090909091,33.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MORTON GROVE,3.0,2.0,0.4,5.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF MT PROSPECT,27.0,37.0,0.578125,64.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF NILES,14.0,12.0,0.46153846153846156,26.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF NORRIDGE,11.0,7.0,0.3888888888888889,18.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF NORTH RIVERSIDE,13.0,9.0,0.4090909090909091,22.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF NORTHBROOK,4.0,0.0,0.0,4.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF NORTHFIELD,1.0,1.0,0.5,2.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF OAK LAWN,60.0,25.0,0.29411764705882354,85.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF OAK PARK,118.0,121.0,0.5062761506276151,239.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF ORLAND HILLS,42.0,0.0,0.0,42.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF ORLAND PARK,16.0,5.0,0.23809523809523808,21.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF PALATINE,16.0,61.0,0.7922077922077922,77.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF PARK FOREST,0.0,3.0,1.0,3.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF PHOENIX,0.0,2.0,1.0,2.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF POSEN,0.0,4.0,1.0,4.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF RICHTON PARK,2.0,19.0,0.9047619047619048,21.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF RIVER FOREST,6.0,4.0,0.4,10.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF RIVER GROVE,29.0,11.0,0.275,40.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF RIVERDALE,38.0,52.0,0.5777777777777777,90.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF RIVERSIDE,8.0,13.0,0.6190476190476191,21.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF ROBBINS,3.0,0.0,0.0,3.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF ROSELLE,0.0,1.0,1.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SAUK VILLAGE,0.0,1.0,1.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SCHAUMBURG,15.0,15.0,0.5,30.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SCHILLER PARK,12.0,13.0,0.52,25.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SKOKIE,69.0,64.0,0.48120300751879697,133.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SOUTH CHICAGO HEIGHTS,4.0,6.0,0.6,10.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SOUTH HOLLAND,0.0,1.0,1.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF STICKNEY,28.0,7.0,0.2,35.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF STONE PARK,11.0,5.0,0.3125,16.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF STREAMWOOD,0.0,1.0,1.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF SUMMIT,8.0,6.0,0.42857142857142855,14.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF THORNTON,2.0,3.0,0.6,5.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF TINLEY PARK,29.0,24.0,0.4528301886792453,53.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF UNIVERSITY PARK,0.0,1.0,1.0,1.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WESTERN SPRINGS,4.0,1.0,0.2,5.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WHEELING,12.0,21.0,0.6363636363636364,33.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WILLOW SPRINGS,3.0,2.0,0.4,5.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WILMETTE,6.0,24.0,0.8,30.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WINNETKA,7.0,20.0,0.7407407407407407,27.0,2015,7+ unit properties,Suburban Cook
VILLAGE OF WORTH,26.0,5.0,0.16129032258064516,31.0,2015,7+ unit properties,Suburban Cook
WASHINGTON HEIGHTS,41.0,24.0,0.36923076923076925,65.0,2015,7+ unit properties,Chicago
WASHINGTON PARK,35.0,59.0,0.6276595744680851,94.0,2015,7+ unit properties,Chicago
WEST ELSDON,15.0,1.0,0.0625,16.0,2015,7+ unit properties,Chicago
WEST ENGLEWOOD,37.0,24.0,0.39344262295081966,61.0,2015,7+ unit properties,Chicago
WEST GARFIELD PARK,26.0,19.0,0.4222222222222222,45.0,2015,7+ unit properties,Chicago
WEST LAWN,22.0,9.0,0.2903225806451613,31.0,2015,7+ unit properties,Chicago
WEST PULLMAN,6.0,7.0,0.5384615384615384,13.0,2015,7+ unit properties,Chicago
WEST RIDGE,252.0,125.0,0.33156498673740054,377.0,2015,7+ unit properties,Chicago
WEST TOWN,142.0,209.0,0.5954415954415955,351.0,2015,7+ unit properties,Chicago
WOODLAWN,54.0,60.0,0.5263157894736842,114.0,2015,7+ unit properties,Chicago
ALBANY PARK,3016.0,101.0,0.032402951555983314,3117.0,2016,single-family,Chicago
ARCHER HEIGHTS,1787.0,34.0,0.018671059857221308,1821.0,2016,single-family,Chicago
ARMOUR SQUARE,171.0,5.0,0.028409090909090908,176.0,2016,single-family,Chicago
ASHBURN,10508.0,383.0,0.03516665136351116,10891.0,2016,single-family,Chicago
AUBURN GRESHAM,7303.0,747.0,0.09279503105590062,8050.0,2016,single-family,Chicago
AUSTIN,8467.0,511.0,0.0569169079973268,8978.0,2016,single-family,Chicago
AVALON PARK,2521.0,241.0,0.08725561187545257,2762.0,2016,single-family,Chicago
AVONDALE,1734.0,81.0,0.04462809917355372,1815.0,2016,single-family,Chicago
BARRINGTON TWP,143.0,11.0,0.07142857142857142,154.0,2016,single-family,Suburban Cook
BELMONT CRAGIN,7688.0,264.0,0.03319919517102616,7952.0,2016,single-family,Chicago
BEVERLY,5984.0,261.0,0.04179343474779824,6245.0,2016,single-family,Chicago
BLOOM TWP,473.0,17.0,0.03469387755102041,490.0,2016,single-family,Suburban Cook
BREMEN TWP,581.0,23.0,0.0380794701986755,604.0,2016,single-family,Suburban Cook
BRIDGEPORT,2459.0,67.0,0.026524148851939825,2526.0,2016,single-family,Chicago
BRIGHTON PARK,2929.0,77.0,0.025615435795076514,3006.0,2016,single-family,Chicago
BURNSIDE,560.0,84.0,0.13043478260869565,644.0,2016,single-family,Chicago
CALUMET HEIGHTS,3804.0,303.0,0.07377647918188458,4107.0,2016,single-family,Chicago
CHATHAM,4282.0,344.0,0.0743623000432339,4626.0,2016,single-family,Chicago
CHICAGO LAWN,7119.0,385.0,0.051305970149253734,7504.0,2016,single-family,Chicago
CITY OF BERWYN,9266.0,411.0,0.04247184044641934,9677.0,2016,single-family,Suburban Cook
CITY OF BLUE ISLAND,3761.0,99.0,0.025647668393782384,3860.0,2016,single-family,Suburban Cook
CITY OF BURBANK,5943.0,209.0,0.03397269180754226,6152.0,2016,single-family,Suburban Cook
CITY OF CALUMET CITY,7007.0,613.0,0.08044619422572179,7620.0,2016,single-family,Suburban Cook
CITY OF CHICAGO HEIGHTS,5707.0,337.0,0.055757776307081404,6044.0,2016,single-family,Suburban Cook
CITY OF CICERO,8312.0,232.0,0.027153558052434457,8544.0,2016,single-family,Suburban Cook
CITY OF COUNTRY CLUB HILLS,2529.0,274.0,0.09775240813414199,2803.0,2016,single-family,Suburban Cook
CITY OF COUNTRYSIDE,878.0,36.0,0.03938730853391685,914.0,2016,single-family,Suburban Cook
CITY OF DES PLAINES,10126.0,245.0,0.023623565712081768,10371.0,2016,single-family,Suburban Cook
CITY OF ELGIN,3123.0,51.0,0.01606805293005671,3174.0,2016,single-family,Suburban Cook
CITY OF EVANSTON,9117.0,259.0,0.027623720136518773,9376.0,2016,single-family,Suburban Cook
CITY OF HARVEY,6266.0,409.0,0.06127340823970037,6675.0,2016,single-family,Suburban Cook
CITY OF HICKORY HILLS,1764.0,57.0,0.03130148270181219,1821.0,2016,single-family,Suburban Cook
CITY OF HOMETOWN,757.0,25.0,0.0319693094629156,782.0,2016,single-family,Suburban Cook
CITY OF MARKHAM,3641.0,340.0,0.08540567696558654,3981.0,2016,single-family,Suburban Cook
CITY OF NORTH LAKE,2593.0,87.0,0.03246268656716418,2680.0,2016,single-family,Suburban Cook
CITY OF OAK FOREST,3856.0,149.0,0.03720349563046192,4005.0,2016,single-family,Suburban Cook
CITY OF PALOS HEIGHTS,1650.0,64.0,0.03733955659276546,1714.0,2016,single-family,Suburban Cook
CITY OF PALOS HILLS,1215.0,45.0,0.03571428571428571,1260.0,2016,single-family,Suburban Cook
CITY OF PARK RIDGE,7851.0,306.0,0.03751379183523354,8157.0,2016,single-family,Suburban Cook
CITY OF PROSPECT HEIGHTS,1634.0,50.0,0.029691211401425176,1684.0,2016,single-family,Suburban Cook
CITY OF ROLLING MEADOWS,3460.0,95.0,0.026722925457102673,3555.0,2016,single-family,Suburban Cook
CLEARING,5163.0,199.0,0.0371130175307721,5362.0,2016,single-family,Chicago
DOUGLAS,396.0,37.0,0.08545034642032333,433.0,2016,single-family,Chicago
DUNNING,9880.0,383.0,0.037318522849069474,10263.0,2016,single-family,Chicago
EAST GARFIELD PARK,650.0,61.0,0.08579465541490858,711.0,2016,single-family,Chicago
EAST SIDE,4557.0,108.0,0.02315112540192926,4665.0,2016,single-family,Chicago
EDGEWATER,1258.0,58.0,0.044072948328267476,1316.0,2016,single-family,Chicago
EDISON PARK,2952.0,116.0,0.03780964797913951,3068.0,2016,single-family,Chicago
ELK GROVE TWP,140.0,2.0,0.014084507042253521,142.0,2016,single-family,Suburban Cook
ENGLEWOOD,2060.0,327.0,0.13699204021784667,2387.0,2016,single-family,Chicago
FOREST GLEN,5173.0,163.0,0.030547226386806597,5336.0,2016,single-family,Chicago
FULLER PARK,171.0,15.0,0.08064516129032258,186.0,2016,single-family,Chicago
GAGE PARK,4516.0,120.0,0.025884383088869714,4636.0,2016,single-family,Chicago
GARFIELD RIDGE,9424.0,328.0,0.033634126333059886,9752.0,2016,single-family,Chicago
GRAND BOULEVARD,673.0,57.0,0.07808219178082192,730.0,2016,single-family,Chicago
GREATER GRAND CROSSING,3171.0,420.0,0.11695906432748537,3591.0,2016,single-family,Chicago
HANOVER TWP,300.0,3.0,0.009900990099009901,303.0,2016,single-family,Suburban Cook
HEGEWISCH,2348.0,68.0,0.028145695364238412,2416.0,2016,single-family,Chicago
HERMOSA,1899.0,62.0,0.03161652218255992,1961.0,2016,single-family,Chicago
HUMBOLDT PARK,3351.0,175.0,0.04963131026659104,3526.0,2016,single-family,Chicago
HYDE PARK,592.0,32.0,0.05128205128205128,624.0,2016,single-family,Chicago
IRVING PARK,4373.0,200.0,0.04373496610540127,4573.0,2016,single-family,Chicago
JEFFERSON PARK,4865.0,157.0,0.031262445240939865,5022.0,2016,single-family,Chicago
KENWOOD,610.0,27.0,0.0423861852433281,637.0,2016,single-family,Chicago
LAKE VIEW,1548.0,96.0,0.058394160583941604,1644.0,2016,single-family,Chicago
LEMONT TWP,884.0,41.0,0.04432432432432432,925.0,2016,single-family,Suburban Cook
LEYDEN TWP,2140.0,75.0,0.033860045146726865,2215.0,2016,single-family,Suburban Cook
LINCOLN PARK,2050.0,234.0,0.10245183887915937,2284.0,2016,single-family,Chicago
LINCOLN SQUARE,1923.0,86.0,0.0428073668491787,2009.0,2016,single-family,Chicago
LOGAN SQUARE,2781.0,166.0,0.05632846963013234,2947.0,2016,single-family,Chicago
LOWER WEST SIDE,872.0,52.0,0.05627705627705628,924.0,2016,single-family,Chicago
LYONS TWP,851.0,38.0,0.04274465691788527,889.0,2016,single-family,Suburban Cook
MAINE TWP,758.0,29.0,0.036848792884371026,787.0,2016,single-family,Suburban Cook
MCKINLEY PARK,1455.0,32.0,0.02151983860121049,1487.0,2016,single-family,Chicago
MONTCLARE,2197.0,85.0,0.03724802804557406,2282.0,2016,single-family,Chicago
MORGAN PARK,5474.0,349.0,0.0599347415421604,5823.0,2016,single-family,Chicago
MOUNT GREENWOOD,5598.0,190.0,0.03282653766413269,5788.0,2016,single-family,Chicago
NEAR NORTH SIDE,275.0,79.0,0.2231638418079096,354.0,2016,single-family,Chicago
NEAR SOUTH SIDE,31.0,1.0,0.03125,32.0,2016,single-family,Chicago
NEAR WEST SIDE,589.0,43.0,0.0680379746835443,632.0,2016,single-family,Chicago
NEW CITY,2713.0,177.0,0.06124567474048443,2890.0,2016,single-family,Chicago
NEW TRIER TWP,160.0,7.0,0.041916167664670656,167.0,2016,single-family,Suburban Cook
NORTH CENTER,1916.0,117.0,0.057550418101328084,2033.0,2016,single-family,Chicago
NORTH LAWNDALE,1184.0,77.0,0.06106264869151467,1261.0,2016,single-family,Chicago
NORTH PARK,2091.0,68.0,0.031496062992125984,2159.0,2016,single-family,Chicago
NORTHFIELD TWP,1115.0,60.0,0.05106382978723404,1175.0,2016,single-family,Suburban Cook
NORWOOD PARK,10164.0,338.0,0.03218434583888783,10502.0,2016,single-family,Chicago
NORWOOD PARK TWP,297.0,15.0,0.04807692307692308,312.0,2016,single-family,Suburban Cook
OAKLAND,157.0,12.0,0.07100591715976332,169.0,2016,single-family,Chicago
OHARE,569.0,17.0,0.02901023890784983,586.0,2016,single-family,Chicago
ORLAND TWP,665.0,23.0,0.03343023255813953,688.0,2016,single-family,Suburban Cook
PALATINE TWP,618.0,20.0,0.03134796238244514,638.0,2016,single-family,Suburban Cook
PALOS TWP,798.0,39.0,0.04659498207885305,837.0,2016,single-family,Suburban Cook
PORTAGE PARK,9091.0,411.0,0.04325405177857293,9502.0,2016,single-family,Chicago
PROVISO TWP,109.0,9.0,0.07627118644067797,118.0,2016,single-family,Suburban Cook
PULLMAN,1550.0,162.0,0.09462616822429906,1712.0,2016,single-family,Chicago
RICH TWP,418.0,18.0,0.04128440366972477,436.0,2016,single-family,Suburban Cook
RIVERDALE,269.0,31.0,0.10333333333333333,300.0,2016,single-family,Chicago
RIVERSIDE TWP,26.0,10.0,0.2777777777777778,36.0,2016,single-family,Suburban Cook
ROGERS PARK,903.0,29.0,0.03111587982832618,932.0,2016,single-family,Chicago
ROSELAND,9139.0,1018.0,0.10022644481638279,10157.0,2016,single-family,Chicago
SCHAUMBURG TWP,436.0,12.0,0.026785714285714284,448.0,2016,single-family,Suburban Cook
SOUTH CHICAGO,3466.0,395.0,0.1023051023051023,3861.0,2016,single-family,Chicago
SOUTH DEERING,3567.0,379.0,0.09604662949822605,3946.0,2016,single-family,Chicago
SOUTH LAWNDALE,2976.0,76.0,0.02490170380078637,3052.0,2016,single-family,Chicago
SOUTH SHORE,2841.0,319.0,0.10094936708860759,3160.0,2016,single-family,Chicago
STICKNEY TWP,1078.0,35.0,0.031446540880503145,1113.0,2016,single-family,Suburban Cook
THORNTON TWP,279.0,18.0,0.06060606060606061,297.0,2016,single-family,Suburban Cook
UPTOWN,523.0,31.0,0.05595667870036101,554.0,2016,single-family,Chicago
VILLAGE OF ALSIP,2054.0,45.0,0.021438780371605525,2099.0,2016,single-family,Suburban Cook
VILLAGE OF ARLINGTON HEIGHTS,8744.0,279.0,0.030920979718497173,9023.0,2016,single-family,Suburban Cook
VILLAGE OF BARRINGTON,1130.0,54.0,0.04560810810810811,1184.0,2016,single-family,Suburban Cook
VILLAGE OF BARRINGTON HILLS,637.0,50.0,0.07278020378457059,687.0,2016,single-family,Suburban Cook
VILLAGE OF BARTLETT,1636.0,27.0,0.016235718580877932,1663.0,2016,single-family,Suburban Cook
VILLAGE OF BEDFORD PARK,191.0,3.0,0.015463917525773196,194.0,2016,single-family,Suburban Cook
VILLAGE OF BELLWOOD,4553.0,246.0,0.05126067930818921,4799.0,2016,single-family,Suburban Cook
VILLAGE OF BERKELEY,1485.0,47.0,0.030678851174934726,1532.0,2016,single-family,Suburban Cook
VILLAGE OF BRIDGEVIEW,2054.0,80.0,0.03748828491096532,2134.0,2016,single-family,Suburban Cook
VILLAGE OF BROADVIEW,2061.0,119.0,0.054587155963302755,2180.0,2016,single-family,Suburban Cook
VILLAGE OF BROOKFIELD,5329.0,275.0,0.04907209136331192,5604.0,2016,single-family,Suburban Cook
VILLAGE OF BUFFALO GROVE,1646.0,64.0,0.03742690058479532,1710.0,2016,single-family,Suburban Cook
VILLAGE OF BURNHAM,736.0,41.0,0.05276705276705277,777.0,2016,single-family,Suburban Cook
VILLAGE OF BURR RIDGE,687.0,34.0,0.047156726768377254,721.0,2016,single-family,Suburban Cook
VILLAGE OF CALUMET PARK,1847.0,120.0,0.061006609049313675,1967.0,2016,single-family,Suburban Cook
VILLAGE OF CHICAGO RIDGE,1418.0,34.0,0.023415977961432508,1452.0,2016,single-family,Suburban Cook
VILLAGE OF CRESTWOOD,1178.0,43.0,0.03521703521703522,1221.0,2016,single-family,Suburban Cook
VILLAGE OF DEER PARK,10.0,0.0,0.0,10.0,2016,single-family,Suburban Cook
VILLAGE OF DIXMOOR,577.0,30.0,0.04942339373970346,607.0,2016,single-family,Suburban Cook
VILLAGE OF DOLTON,4429.0,556.0,0.1115346038114343,4985.0,2016,single-family,Suburban Cook
VILLAGE OF EAST HAZELCREST,258.0,15.0,0.054945054945054944,273.0,2016,single-family,Suburban Cook
VILLAGE OF ELK GROVE VILLAGE,5920.0,133.0,0.021972575582355856,6053.0,2016,single-family,Suburban Cook
VILLAGE OF ELMWOOD PARK,4756.0,159.0,0.0323499491353001,4915.0,2016,single-family,Suburban Cook
VILLAGE OF EVERGREEN PARK,6520.0,221.0,0.03278445334520101,6741.0,2016,single-family,Suburban Cook
VILLAGE OF FLOSSMOOR,1712.0,97.0,0.053620784964068545,1809.0,2016,single-family,Suburban Cook
VILLAGE OF FORD HEIGHTS,494.0,29.0,0.055449330783938815,523.0,2016,single-family,Suburban Cook
VILLAGE OF FOREST PARK,1629.0,71.0,0.04176470588235294,1700.0,2016,single-family,Suburban Cook
VILLAGE OF FORESTVIEW,234.0,4.0,0.01680672268907563,238.0,2016,single-family,Suburban Cook
VILLAGE OF FRANKLIN PARK,4866.0,131.0,0.026215729437662597,4997.0,2016,single-family,Suburban Cook
VILLAGE OF GLENCOE,2185.0,137.0,0.05900086132644272,2322.0,2016,single-family,Suburban Cook
VILLAGE OF GLENVIEW,6068.0,225.0,0.0357540123947243,6293.0,2016,single-family,Suburban Cook
VILLAGE OF GLENWOOD,1261.0,131.0,0.09410919540229885,1392.0,2016,single-family,Suburban Cook
VILLAGE OF GOLF,139.0,5.0,0.034722222222222224,144.0,2016,single-family,Suburban Cook
VILLAGE OF HANOVER PARK,2244.0,82.0,0.0352536543422184,2326.0,2016,single-family,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,1676.0,29.0,0.017008797653958945,1705.0,2016,single-family,Suburban Cook
VILLAGE OF HAZELCREST,2643.0,372.0,0.12338308457711443,3015.0,2016,single-family,Suburban Cook
VILLAGE OF HILLSIDE,1854.0,77.0,0.0398757120662869,1931.0,2016,single-family,Suburban Cook
VILLAGE OF HINSDALE,414.0,36.0,0.08,450.0,2016,single-family,Suburban Cook
VILLAGE OF HODGKINS,99.0,4.0,0.038834951456310676,103.0,2016,single-family,Suburban Cook
VILLAGE OF HOFFMAN ESTATES,6507.0,145.0,0.02179795550210463,6652.0,2016,single-family,Suburban Cook
VILLAGE OF HOMEWOOD,4258.0,172.0,0.03882618510158013,4430.0,2016,single-family,Suburban Cook
VILLAGE OF INDIAN HEAD PARK,230.0,9.0,0.03765690376569038,239.0,2016,single-family,Suburban Cook
VILLAGE OF INVERNESS,1376.0,55.0,0.03843466107617051,1431.0,2016,single-family,Suburban Cook
VILLAGE OF JUSTICE,1015.0,34.0,0.032411820781696854,1049.0,2016,single-family,Suburban Cook
VILLAGE OF KENILWORTH,737.0,55.0,0.06944444444444445,792.0,2016,single-family,Suburban Cook
VILLAGE OF LA GRANGE,3429.0,126.0,0.035443037974683546,3555.0,2016,single-family,Suburban Cook
VILLAGE OF LA GRANGE PARK,3116.0,105.0,0.032598571872089414,3221.0,2016,single-family,Suburban Cook
VILLAGE OF LANSING,6297.0,418.0,0.06224869694713328,6715.0,2016,single-family,Suburban Cook
VILLAGE OF LEMONT,1994.0,79.0,0.038109020742884706,2073.0,2016,single-family,Suburban Cook
VILLAGE OF LINCOLNWOOD,2657.0,112.0,0.040447815095702416,2769.0,2016,single-family,Suburban Cook
VILLAGE OF LYNWOOD,634.0,47.0,0.06901615271659324,681.0,2016,single-family,Suburban Cook
VILLAGE OF LYONS,2081.0,92.0,0.04233778186838472,2173.0,2016,single-family,Suburban Cook
VILLAGE OF MATTESON,1935.0,142.0,0.06836783822821377,2077.0,2016,single-family,Suburban Cook
VILLAGE OF MAYWOOD,4796.0,348.0,0.06765163297045101,5144.0,2016,single-family,Suburban Cook
VILLAGE OF MC COOK,34.0,1.0,0.02857142857142857,35.0,2016,single-family,Suburban Cook
VILLAGE OF MELROSE PARK,3114.0,90.0,0.028089887640449437,3204.0,2016,single-family,Suburban Cook
VILLAGE OF MERRIONETTE PARK,441.0,17.0,0.03711790393013101,458.0,2016,single-family,Suburban Cook
VILLAGE OF MIDLOTHIAN,2738.0,158.0,0.054558011049723756,2896.0,2016,single-family,Suburban Cook
VILLAGE OF MORTON GROVE,4623.0,100.0,0.021172983273343216,4723.0,2016,single-family,Suburban Cook
VILLAGE OF MT PROSPECT,7449.0,148.0,0.019481374226668423,7597.0,2016,single-family,Suburban Cook
VILLAGE OF NILES,4724.0,129.0,0.026581495981866887,4853.0,2016,single-family,Suburban Cook
VILLAGE OF NORRIDGE,3889.0,117.0,0.029206190713929107,4006.0,2016,single-family,Suburban Cook
VILLAGE OF NORTH RIVERSIDE,1988.0,70.0,0.034013605442176874,2058.0,2016,single-family,Suburban Cook
VILLAGE OF NORTHBROOK,4706.0,190.0,0.03880718954248366,4896.0,2016,single-family,Suburban Cook
VILLAGE OF NORTHFIELD,1344.0,70.0,0.04950495049504951,1414.0,2016,single-family,Suburban Cook
VILLAGE OF OAK BROOK,2.0,1.0,0.3333333333333333,3.0,2016,single-family,Suburban Cook
VILLAGE OF OAK LAWN,10711.0,413.0,0.03712693275800072,11124.0,2016,single-family,Suburban Cook
VILLAGE OF OAK PARK,9332.0,220.0,0.023031825795644893,9552.0,2016,single-family,Suburban Cook
VILLAGE OF OLYMPIA FIELDS,719.0,40.0,0.052700922266139656,759.0,2016,single-family,Suburban Cook
VILLAGE OF ORLAND HILLS,682.0,28.0,0.03943661971830986,710.0,2016,single-family,Suburban Cook
VILLAGE OF ORLAND PARK,5716.0,210.0,0.03543705703678704,5926.0,2016,single-family,Suburban Cook
VILLAGE OF PALATINE,5751.0,142.0,0.024096385542168676,5893.0,2016,single-family,Suburban Cook
VILLAGE OF PALOS PARK,1104.0,50.0,0.043327556325823226,1154.0,2016,single-family,Suburban Cook
VILLAGE OF PARK FOREST,3177.0,411.0,0.11454849498327759,3588.0,2016,single-family,Suburban Cook
VILLAGE OF PHOENIX,601.0,35.0,0.055031446540880505,636.0,2016,single-family,Suburban Cook
VILLAGE OF POSEN,1251.0,47.0,0.0362095531587057,1298.0,2016,single-family,Suburban Cook
VILLAGE OF RICHTON PARK,1102.0,136.0,0.1098546042003231,1238.0,2016,single-family,Suburban Cook
VILLAGE OF RIVER FOREST,2530.0,82.0,0.03139356814701378,2612.0,2016,single-family,Suburban Cook
VILLAGE OF RIVER GROVE,1943.0,71.0,0.035253227408143,2014.0,2016,single-family,Suburban Cook
